location_name,address,province,city,latitude,longitude,type,category
Bekasi - ATM Center RS Putra Medika III,Jl. Perum Kota Serang Baru,JAWA BARAT,BEKASI,-6.394845072,107.1048612,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Center Ruko Jatiwarna,Jl. Raya Hankam No.1 Jatiwarna Pondok Melati,JAWA BARAT,BEKASI,-6.310217,106.92485,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Center Ruko Mega Regency,Jl. Kota Serang Baru - Cibarusah,JAWA BARAT,BEKASI,-6.385915,107.110723,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Center Segitiga Pejuang,"Jl. Raya Pejuang, Bekasi",JAWA BARAT,BEKASI,-6.182390467,106.9920788,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Center Taman Narogong,Perum Taman Narogong Indah Blok A 21/ 5A,JAWA BARAT,BEKASI,-6.2822554,107.007959,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Center Yoehan Busana,"Jl. Raya Cibarusah Simpang Cicau, Cikarang",JAWA BARAT,BEKASI,-6.363004269,107.117796,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Gallery Kincan Raya,Jl. Kincan Raya Jatibening Bekasi,JAWA BARAT,BEKASI,-6.2564144,106.9427507,TST (Tarik dan Setor Tunai),ATM
Bekasi - ATM Legenda Park,"Jl. Dukuh Zamrud Selatan Blok C No. 6, ",JAWA BARAT,BEKASI,-6.3190993,107.0178501,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Befa Square,"Gedung Befa Square Unit G-D & 1-H, Kawasan Industri MM2100",JAWA BARAT,BEKASI,-6.290822003,107.0823492,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Cibubur Citra Grand,"Jl. Alternatif , Ruko Citra Grand Blok R1 No.6",JAWA BARAT,BEKASI,-6.382687494,106.9296372,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Jababeka,"Jl. Niaga Raya Unit 2O & 2P, Capitol Business Park",JAWA BARAT,BEKASI,-6.297157202,107.1480451,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Juanda,Jl. Ir. H. Juanda  No. 137,JAWA BARAT,BEKASI,-6.248369,107.017731,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Kemang Pratama,Ruko Kemang Pratama Blok.MM No.21 F,JAWA BARAT,BEKASI,-6.275959928,106.9878351,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Lippo Cikarang,"Jl. MH Thamrin, Lippo Cikarang",JAWA BARAT,BEKASI,-6.332075213,107.135589,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Pondok Gede,Jl. Raya Pondok Gede No. 1,JAWA BARAT,BEKASI,-6.28384,106.911809,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Samsung Cikarang,Jl. Jababeka Raya Blok F29-33,JAWA BARAT,BEKASI,-6.287572,107.136819,TST (Tarik dan Setor Tunai),ATM
Bekasi - CIMB Niaga Summarecon Bekasi,Komplek Graha Bulevar Summarecon Bekasi Blok GB/B-5,JAWA BARAT,BEKASI,-6.227737,106.995124,TST (Tarik dan Setor Tunai),ATM
Bekasi - Cyber Park,Jl. KH Noer Ali No. 177,JAWA BARAT,BEKASI,-6.246474,106.9919,TST (Tarik dan Setor Tunai),ATM
Bekasi - Grand Metropolitan Mall,Jl. KH.Noer Ali,JAWA BARAT,BEKASI,-6.2492504,106.9848101,TST (Tarik dan Setor Tunai),ATM
Bekasi - Indomaret Gemalapik (TEV7),Jl. Gemalapik Raya Cikarang Selatan,JAWA BARAT,BEKASI,-6.319802,107.140691,TST (Tarik dan Setor Tunai),ATM
Bekasi - Indomaret Industri Pasir Gombong 2 (FMKG),Jl. Raya Industri Pasir Gombong Rt. 002/005,JAWA BARAT,BEKASI,-6.28769,107.1527027,TST (Tarik dan Setor Tunai),ATM
Bekasi - Indomaret Mutiara Bekasi Jaya (TGOR),Perum Mutiara Bekasi Jaya Cibarusah,JAWA BARAT,BEKASI,-6.415871,107.096701,TST (Tarik dan Setor Tunai),ATM
Bekasi - Indomaret Tegal Danas 2 (F7G1),Jl. Kalimalang Kp.Tegal Danas Rt.001 Rw.001,JAWA BARAT,BEKASI,-6.335211,107.188537,TST (Tarik dan Setor Tunai),ATM
Bekasi - Klinik 24 Jam Utama Ridho,Jl. Bosih No. 18,JAWA BARAT,BEKASI,-6.2508669,107.0875409,TST (Tarik dan Setor Tunai),ATM
Bekasi - Mall Lippo Cikarang,Jl. MH.Thamrin Lippo Cikarang,JAWA BARAT,BEKASI,-6.3338,107.136383,TST (Tarik dan Setor Tunai),ATM
Bekasi - Mega Bekasi Hypermall,Jl. Jendral Ahmad Yani,JAWA BARAT,BEKASI,-6.2498942,106.9934026,TST (Tarik dan Setor Tunai),ATM
Bekasi - Metropolitan Mall,Jl. A.Yani Bekasi,JAWA BARAT,BEKASI,-6.248278178,106.9910631,TST (Tarik dan Setor Tunai),ATM
Bekasi - Perumahan Kemang Pratama,Jl. Raya Kemang Pratama No. B9,JAWA BARAT,BEKASI,-6.273314,106.987068,TST (Tarik dan Setor Tunai),ATM
Bekasi - Pratama Supermarket Bahan Bangunan,"Jl. Raya Lemah Abang, Lemah Abang",JAWA BARAT,BEKASI,-6.289333,107.15305,TST (Tarik dan Setor Tunai),ATM
Bekasi - RS Graha Asri,Jl. Citanduy Raya Blok L1 1 No 1,JAWA BARAT,BEKASI,-6.277160922,107.1811546,TST (Tarik dan Setor Tunai),ATM
Bekasi - Ruko Pallazo,"Komplek Ruko Pallazo Blok R 4 No.5, Perumahan Mutiara Gading Timur",JAWA BARAT,BEKASI,-6.281633,107.027889,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU 34-17105 Jaka Setia Bekasi,"Jl. Raya Pekayon, Jakasetia Bekasi Selatan",JAWA BARAT,BEKASI,-6.27897,106.97293,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU 34-17123 Harapan Indah,Jl. Boulevard Harapan Indah,JAWA BARAT,BEKASI,-6.1856151,106.9774304,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU 34-17133 Perumnas,Jl. Nusantara Raya No. 5 Perumnas Bekasi. ,JAWA BARAT,BEKASI,-6.242791,107.027722,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU 34-17403 Jatiwaringin,Jl. Jatiwaringin Raya,JAWA BARAT,BEKASI,-6.270194,106.91175,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU 34-17414 Jati Asih,Jl. Swantantra IV,JAWA BARAT,BEKASI,-6.296253,106.968639,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU 34-17503,Jl. Gatot Subroto,JAWA BARAT,BEKASI,-6.258636,107.166218,TST (Tarik dan Setor Tunai),ATM
Bekasi - SPBU Noer Ali Kalimalang,Jl. KH Noer Ali Kalimalang,JAWA BARAT,BEKASI,-6.2489,106.959633,TST (Tarik dan Setor Tunai),ATM
Bekasi - Summarecon Mall Bekasi,Jl. Boulevar Ahmad Yani,JAWA BARAT,BEKASI,-6.2263114,107.0004917,TST (Tarik dan Setor Tunai),ATM
Bekasi - Summarecon Mall Bekasi (DW2),Jl. Boulevar Ahmad Yani,JAWA BARAT,BEKASI,-6.225758,106.99973,TST (Tarik dan Setor Tunai),ATM
Blitar - CIMB Niaga Merdeka,Jl. Merdeka No.111 ,JAWA TIMUR,BLITAR,-8.099053,112.16352,TST (Tarik dan Setor Tunai),ATM
Balikpapan - ATM Yova Supermart,Jl. Mayjen Soetoyo RT 44 No. 88 Gunung Malang,KALIMANTAN TIMUR,BALIKPAPAN,-1.263975683,116.8464973,TST (Tarik dan Setor Tunai),ATM
Balikpapan - CIMB Niaga A.Yani,Jl. Jend. Ahmad Yani No.83,KALIMANTAN TIMUR,BALIKPAPAN,-1.273662,116.838215,TST (Tarik dan Setor Tunai),ATM
Balikpapan - CIMB Niaga MT Haryono,Jl. MT. Haryono,KALIMANTAN TIMUR,BALIKPAPAN,-1.243704,116.872184,TST (Tarik dan Setor Tunai),ATM
Balikpapan - CIMB Niaga Ruko Baru,"Jl. MT. Haryono, Komp. Balikpapan Baru Blok B2 No.2",KALIMANTAN TIMUR,BALIKPAPAN,-1.243557,116.861636,TST (Tarik dan Setor Tunai),ATM
Balikpapan - E Walk Balikpapan Superblock,Jl. Jenderal Sudirman Kav. 47,KALIMANTAN TIMUR,BALIKPAPAN,-1.2740781,116.8581946,TST (Tarik dan Setor Tunai),ATM
Batam - CIMB Niaga Batamindo,Kawasan Industri Batamindo,KEP RIAU,BATAM,1.067779,104.023851,TST (Tarik dan Setor Tunai),ATM
Batam - CIMB Niaga Botania,Pertokoan Botania Garden III Blok A2 No.1 Berlian,KEP RIAU,BATAM,1.128772,104.097519,TST (Tarik dan Setor Tunai),ATM
Batam - CIMB Niaga Nagoya,"Jl. Sultan A. Rahman, Kompleks Lumbung Rezeki Blok G 6,7,8",KEP RIAU,BATAM,1.148340622,104.0098424,TST (Tarik dan Setor Tunai),ATM
Batam - CIMB Niaga Penuin,Penuin Centre Blok F No. 11,KEP RIAU,BATAM,1.136731432,104.0082979,TST (Tarik dan Setor Tunai),ATM
Batam - CIMB Niaga Sei Panas,"Jl. Laksamana Bintan, Kompleks Executive Center Blok I No.1 ABC",KEP RIAU,BATAM,1.119353,104.040612,TST (Tarik dan Setor Tunai),ATM
Batam - Nagoya Hill Batam,Jl. Teuku Umar,KEP RIAU,BATAM,1.1464628,104.0119485,TST (Tarik dan Setor Tunai),ATM
Batam - Pasar Swalayan Jodoh Centre Batam,Jl. Yos Sudarso,KEP RIAU,BATAM,1.158441,104.022359,TST (Tarik dan Setor Tunai),ATM
Batam - SP Mall 2 Batu Aji Batam,Jl. Letjen R Suprapto,KEP RIAU,BATAM,1.0417191,103.9816495,TST (Tarik dan Setor Tunai),ATM
Banyuwangi - CIMB Niaga Sudirman,Jl. PB Sudirman 23-25,JAWA TIMUR,BANYUWANGI,-8.214885009,114.3706638,TST (Tarik dan Setor Tunai),ATM
Cilegon - Cilegon Supermal,Jl. Raya Merak-Simpang Tiga,BANTEN,CILEGON,-6.013354,106.045687,TST (Tarik dan Setor Tunai),ATM
Cilegon - CIMB Niaga City Square,"Ruko Cilegon City Square, Blok A Kav.No.9 & 10",BANTEN,CILEGON,-6.034707,106.082682,TST (Tarik dan Setor Tunai),ATM
Cilacap - CIMB Niaga Sudirman,Jl. Jend. Sudirman No 20,JAWA TENGAH,CILACAP,-7.727560391,109.0139922,TST (Tarik dan Setor Tunai),ATM
Cianjur - CIMB Niaga Cokroaminoto,Jl. HOS Cokroaminoto No. 102,JAWA BARAT,CIANJUR,-6.815632,107.14391,TST (Tarik dan Setor Tunai),ATM
Cianjur - Citimall Cianjur,Jl. KH. Abdulah Bin Nuh,JAWA BARAT,CIANJUR,-6.8170898,107.1302385,TST (Tarik dan Setor Tunai),ATM
Cirebon - CIMB Niaga Balong Indah Plaza,Jl. Pekiringan No.166,JAWA BARAT,CIREBON,-6.720987336,108.5615113,TST (Tarik dan Setor Tunai),ATM
Cirebon - CIMB Niaga Siliwangi,Jl. Siliwangi No. 110,JAWA BARAT,CIREBON,-6.710325667,108.5601065,TST (Tarik dan Setor Tunai),ATM
Cirebon - CIMB Niaga Yos Sudarso,Jl. Yos Sudarso No.26,JAWA BARAT,CIREBON,-6.720609,108.572001,TST (Tarik dan Setor Tunai),ATM
Cirebon - Grage Mall,Jl. Tentara Pelajar No.1,JAWA BARAT,CIREBON,-6.713219,108.551829,TST (Tarik dan Setor Tunai),ATM
Cirebon - Indomaret Tengah Tani 2 (TNIK),Jl. Ir H Juanda,JAWA BARAT,CIREBON,-6.708630428,108.5208726,TST (Tarik dan Setor Tunai),ATM
Cirebon - Indomaret Tuparev32 (TJBJ),Jl. Anggrek no 50,JAWA BARAT,CIREBON,-6.710849,108.542136,TST (Tarik dan Setor Tunai),ATM
Cirebon - The Gardens Cirebon,Jl. Pangeran Cakrabuana Talun,JAWA BARAT,CIREBON,-6.75049,108.524491,TST (Tarik dan Setor Tunai),ATM
Demak - Indomaret Siwalan (T883),Jl. Siwalan No. 14,JAWA TENGAH,DEMAK,-6.894036,110.639704,TST (Tarik dan Setor Tunai),ATM
Dumai - CIMB Niaga Sultan Syarif Qasim,Jl. Sultan Syarif Qasim No.177 ,RIAU,DUMAI,1.677818,101.44728,TST (Tarik dan Setor Tunai),ATM
Depok - ATM Center Permata Cimanggis,"Jl. Simpang Cilangkap, Cimpaun No.36 Cimanggis Depok",JAWA BARAT,DEPOK,-6.445567,106.869167,TST (Tarik dan Setor Tunai),ATM
Depok - CIMB Niaga Cinere,Jl. Cinere Raya 31 I - 31 H,JAWA BARAT,DEPOK,-6.324135096,106.7845992,TST (Tarik dan Setor Tunai),ATM
Depok - CIMB Niaga Depok Margonda (Melawai),Jl. Margonda Raya No. 243,JAWA BARAT,DEPOK,-6.38256,106.829643,TST (Tarik dan Setor Tunai),ATM
Depok - Depok Town Center,Jl. Sawangan Raya No. 1,JAWA BARAT,DEPOK,-6.395200565,106.7929936,TST (Tarik dan Setor Tunai),ATM
Depok - Depok Town Square,Jl. Margonda Raya No. 1,JAWA BARAT,DEPOK,-6.37241,106.832382,TST (Tarik dan Setor Tunai),ATM
Depok - Digital Lounge Kampus Fisip UI Depok,Jl. Prof. DR. Selo Soemardjan,JAWA BARAT,DEPOK,-6.3656136,106.8267077,TST (Tarik dan Setor Tunai),ATM
Depok - Indomaret Harmony Cimanggis (TSCD),Jl. Raya Pekapuran RT 01 RW 06,JAWA BARAT,DEPOK,-6.402718,106.881096,TST (Tarik dan Setor Tunai),ATM
Depok - ITC Depok,Jl. Margonda Raya,JAWA BARAT,DEPOK,-6.392409446,106.823677,TST (Tarik dan Setor Tunai),ATM
Depok - Margo City,Jl. Margonda Raya No.358,JAWA BARAT,DEPOK,-6.3737591,106.8346204,TST (Tarik dan Setor Tunai),ATM
Depok - Pusat Perbelanjaan Depok Jaya,"Jl. Nusantara Raya, Depok",JAWA BARAT,DEPOK,-6.3927189,106.8146848,TST (Tarik dan Setor Tunai),ATM
Depok - RS Sumber Bahagia,Jl. Bahagia 16 Depok Timur,JAWA BARAT,DEPOK,-6.401873,106.850822,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16404 Siliwangi Depok,Jl. Siliwangi No.48 Pancoran Mas,JAWA BARAT,DEPOK,-6.400080035,106.8259274,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16407 Sawangan,Jl. Raya Sawangan ,JAWA BARAT,DEPOK,-6.396786,106.805704,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16408 Citayem,Jl. Raya Citayam,JAWA BARAT,DEPOK,-6.4323007,106.8097607,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16412 Beji,Jl. Raya H. Asmawi Beji,JAWA BARAT,DEPOK,-6.374187,106.813308,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16413 Pitara Depok,Jl. Pitara Raya,JAWA BARAT,DEPOK,-6.401235,106.8081463,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16415,Jl. Proklamasi Depok II Tengah,JAWA BARAT,DEPOK,-6.392498,106.842598,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16416 Tole Iskandar,Jl. Raya Tole Iskandar No.9A,JAWA BARAT,DEPOK,-6.404258,106.837675,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU 34-16924,"Jl. Raya Bogor Km. 28,5",JAWA BARAT,DEPOK,-6.353495,106.860172,TST (Tarik dan Setor Tunai),ATM
Depok - SPBU COCO 31-16401 Margonda,Jl. Margonda Raya No. 346 Rt. 01/02,JAWA BARAT,DEPOK,-6.3740633,106.8328794,TST (Tarik dan Setor Tunai),ATM
Gresik - CIMB Niaga Kartini,Jl. R.A. Kartini No. 236 Kav. 2 & 3,JAWA TIMUR,GRESIK,-7.167409,112.644188,TST (Tarik dan Setor Tunai),ATM
Gresik - SPBU 54-61103 Gresik,Jl. Raya Bambe Driyorejo,JAWA TIMUR,GRESIK,-7.359770215,112.6511337,TST (Tarik dan Setor Tunai),ATM
Jombang - CIMB Niaga Ahmad Yani,Jl. A.Yani 36 ,JAWA TIMUR,JOMBANG,-7.537909,112.234227,TST (Tarik dan Setor Tunai),ATM
Jember - CIMB Niaga Diponegoro,Jl. Diponegoro 36,JAWA TIMUR,JEMBER,-8.171923,113.698052,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - Aeon Mall Jakarta Garden City,Jl. Jakarta Garden City Boulevard Cakung,DKI JAKARTA,JAKARTA TIMUR,-6.1724266,106.9515676,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - AIA Central,Jl. Jend. Sudirman Kav.48A,DKI JAKARTA,JAKARTA SELATAN,-6.218337294,106.8169785,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - Alfamart Tanjung Duren 3 (KC04),"Jl. Tanjung Duren Raya No. 08 & 08A, RT. 014/007",DKI JAKARTA,JAKARTA BARAT,-6.1826479,106.7834702,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - Alfamidi Cililitan Besar (MC16),Jl. Cililitan Besar No.88 RT.005/009,DKI JAKARTA,JAKARTA TIMUR,-6.263854,106.869434,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - Alfamidi Kebayoran Lama 4 (SH69),"Jl. Raya Kebayoran Lama No.220 001/11, Grogol Selatan",DKI JAKARTA,JAKARTA SELATAN,-6.23033,106.779958,TST (Tarik dan Setor Tunai),ATM
Jakarta Utara - Alfamidi Walang (VC83),Jl. Raya Walang Baru 119 Rt01/Rw07 Koja Utara,DKI JAKARTA,JAKARTA UTARA,-6.125756,106.905915,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - Arion Plaza,Jl. Pemuda Kav. 17,DKI JAKARTA,JAKARTA TIMUR,-6.19392,106.890673,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - ATM Center Car Wash Jatinegara,Jl. Matraman Raya No.342 Jatinegara,DKI JAKARTA,JAKARTA TIMUR,-6.21306,106.86105,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - ATM Center Kota Kasablanka Mal,Jl. Prof Dr Satrio,DKI JAKARTA,JAKARTA SELATAN,-6.223308838,106.8426711,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - ATM Center Mang Kabayan,Jl. Raya RC Veteran Bintaro,DKI JAKARTA,JAKARTA SELATAN,-6.265349,106.76588,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - ATM Center Supomo,Jl. Supomo Raya No.55,DKI JAKARTA,JAKARTA SELATAN,-6.2319623,106.8457509,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - ATM Center W Mampang Residence,Jl. Mampang Prapatan II No.17 RT.6/RW.4 Mampang Prapatan ,DKI JAKARTA,JAKARTA SELATAN,-6.243156,106.830647,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - ATM Gallery Kemang Mansion,Jl. Kemang Raya No.3-5,DKI JAKARTA,JAKARTA SELATAN,-6.2551423,106.8100807,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - Best Futsal Condet,Jl. Raya Condet No.3,DKI JAKARTA,JAKARTA TIMUR,-6.270473,106.858734,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - Blok M Plaza,Jl. Bulungan 78 ,DKI JAKARTA,JAKARTA SELATAN,-6.24462,106.797537,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - Blok M Square,Jl. Melawai V,DKI JAKARTA,JAKARTA SELATAN,-6.244465,106.800733,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - Buaran Plaza,Jl. Raya Buaran,DKI JAKARTA,JAKARTA TIMUR,-6.218138,106.923966,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - Cilandak Town Square,Jl. TB. Simatupang Cilandak,DKI JAKARTA,JAKARTA SELATAN,-6.291859,106.800023,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Bintaro Sektor I,"Jl. Bintaro Raya Blok E 15-16, Bintaro Jaya Sektor I",DKI JAKARTA,JAKARTA SELATAN,-6.270835253,106.756944,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Cempaka Putih 68,Jl. Let.Jend.Suprapto No.68,DKI JAKARTA,JAKARTA PUSAT,-6.1707947,106.8665249,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Central Park,Ruko Garden Shopping Arcade Blok Clermont 9 AH,DKI JAKARTA,JAKARTA BARAT,-6.177085,106.789194,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Cideng,Jl. Cideng Barat No. 61 - 61A,DKI JAKARTA,JAKARTA PUSAT,-6.173929,106.8112,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Cikini,Jl. Cikini Raya No.71A,DKI JAKARTA,JAKARTA PUSAT,-6.189494,106.837939,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Citra Garden I,Komp. Perum. Citra Garden I Blok I1 No. 15,DKI JAKARTA,JAKARTA BARAT,-6.144388897,106.7065954,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Fatmawati 20,Jl. Fatmawati No.20,DKI JAKARTA,JAKARTA SELATAN,-6.259334,106.797169,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Gajah Mada,Jl. Gajah Mada No. 18,DKI JAKARTA,JAKARTA PUSAT,-6.16245299,106.8192865,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Gambir,Jl. Kwitang No.17-18,DKI JAKARTA,JAKARTA PUSAT,-6.1804,106.839833,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Graha CIMB Niaga,Jl. Jend Sudirman Kav.58 Senayan,DKI JAKARTA,JAKARTA SELATAN,-6.224808,106.805949,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Green Garden,Komp. Ruko Green Garden Blok I-9 No.11,DKI JAKARTA,JAKARTA BARAT,-6.166272971,106.7628729,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Hayam Wuruk,Jl. Hayam Wuruk No. 87 Jakarta,DKI JAKARTA,JAKARTA BARAT,-6.154814684,106.8181394,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - CIMB Niaga Jatinegara,"Jl. Raya Jatinegara Timur No. 101, Komplek Bonagabe Blok A3-A4",DKI JAKARTA,JAKARTA TIMUR,-6.222917,106.868183,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Jayakarta,Jl. P. Jayakarta 117,DKI JAKARTA,JAKARTA PUSAT,-6.141906396,106.8284549,TST (Tarik dan Setor Tunai),ATM
Jakarta Utara - CIMB Niaga Jembatan Dua,Jl. Jembatan Dua Raya Blok BJ - BL No.82,DKI JAKARTA,JAKARTA UTARA,-6.137995391,106.7934258,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Jembatan Lima,Jl. KH. M. Mansyur 79 - 79A,DKI JAKARTA,JAKARTA BARAT,-6.159793,106.808021,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - CIMB Niaga Kalimalang,Jl. Tarum Barat Blok Q/No.2 Kalimalang,DKI JAKARTA,JAKARTA TIMUR,-6.2479,106.9297,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Kebon Jeruk Intercon,"Jl. Meruya Ilir, Komp. Intercon Plaza Blok F 12 - 12A",DKI JAKARTA,JAKARTA BARAT,-6.197847,106.746849,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Kebon Sirih,Jl. Kebon Sirih No.33,DKI JAKARTA,JAKARTA PUSAT,-6.18296401,106.8315993,TST (Tarik dan Setor Tunai),ATM
Jakarta Utara - CIMB Niaga Kelapa Gading TN II,Jl. Bulevard Raya Blok TN II No. 1-4,DKI JAKARTA,JAKARTA UTARA,-6.167125996,106.9009282,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Kota,Jl. Kopi No.12,DKI JAKARTA,JAKARTA BARAT,-6.134751,106.808931,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Kuningan Plaza,Jl. HR.Rasuna Said Kav. C11-14,DKI JAKARTA,JAKARTA SELATAN,-6.214111,106.831483,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga LAvenue,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9",DKI JAKARTA,JAKARTA SELATAN,-6.248266055,106.8440846,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Lindeteves Trade Center,"Jl. Hayam Wuruk No. 127, Komp Pertokoan Lindeteves Trade Center ",DKI JAKARTA,JAKARTA BARAT,-6.146229,106.816399,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Mall Ambasador,Jl. Prof Dr. Satrio 12A,DKI JAKARTA,JAKARTA SELATAN,-6.223668,106.826502,TST (Tarik dan Setor Tunai),ATM
Jakarta Barat - CIMB Niaga Mall Taman Anggrek,Jl. S. Parman Kav.21,DKI JAKARTA,JAKARTA BARAT,-6.178977,106.792796,TST (Tarik dan Setor Tunai),ATM
Jakarta Utara - CIMB Niaga Mangga Dua Rutex,Jl. Arteri Mangga Dua,DKI JAKARTA,JAKARTA UTARA,-6.135322,106.826467,TST (Tarik dan Setor Tunai),ATM
Jakarta Timur - CIMB Niaga Matraman,Jl. Matraman Raya No.148,DKI JAKARTA,JAKARTA TIMUR,-6.211255959,106.8606242,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Melawai,Jl. Melawai Raya No.50,DKI JAKARTA,JAKARTA SELATAN,-6.245702314,106.7962141,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Menara Satrio,Jl. Prof Dr Satrio ,DKI JAKARTA,JAKARTA SELATAN,-6.218038,106.818747,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Menara Sentraya,Jl. Iskandarsyah II No.2,DKI JAKARTA,JAKARTA SELATAN,-6.245214299,106.8038355,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Menteng,Jl. HOS Tjokroaminoto No.81,DKI JAKARTA,JAKARTA PUSAT,-6.194483,106.828889,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Metro Pondok Indah,Jl. Metro Duta Niaga Blok II/Ua No.67-69,DKI JAKARTA,JAKARTA SELATAN,-6.284042205,106.7805862,TST (Tarik dan Setor Tunai),ATM
Jakarta Pusat - CIMB Niaga Metro Tanah Abang,Jl. KH Wahid Hasyim,DKI JAKARTA,JAKARTA PUSAT,-6.187643399,106.8158466,TST (Tarik dan Setor Tunai),ATM
Jakarta Utara - CIMB Niaga Muara Karang,Jl. Muara Karang Raya 37,DKI JAKARTA,JAKARTA UTARA,-6.117496789,106.7824319,TST (Tarik dan Setor Tunai),ATM
Jakarta Selatan - CIMB Niaga Panglima Polim,Jl. Panglima Polim Raya No. 81,DKI JAKARTA,JAKARTA SELATAN,-6.250139,106.797522,TST (Tarik dan Setor Tunai),ATM
Jakarta Utara - CIMB Niaga Pantai Indah Kapuk II,Metro Broadway The Plaza Blok 9 AE-AF,DKI JAKARTA,JAKARTA UTARA,-6.112483,106.747031,TST (Tarik dan Setor Tunai),ATM
